,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children_num,year_Customer,age_Customer,relationship,MntTotal,Puchases_total,Total_Accepted_Campaigns,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Cluster
112,86037.0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,0,2013,22,0,730,24,2,False,False,True,False,False,1
113,43974.0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,1,2012,32,1,551,16,0,False,False,False,False,True,3
114,50785.0,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,2,2013,51,0,114,6,0,False,False,True,False,False,2
115,90765.0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,0,2014,44,1,1724,15,2,False,False,True,False,False,1
116,36550.0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,1,2013,35,1,577,15,0,True,False,False,False,False,3
117,30753.0,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,2,2013,46,1,81,5,0,True,False,False,False,False,3
118,21918.0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,1,2013,44,1,33,5,0,False,False,True,False,False,2
119,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,1,2013,60,1,660,18,0,False,False,False,True,False,3
120,32557.0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,1,2014,47,0,80,6,0,False,False,False,True,False,3
121,19510.0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,2,2013,28,1,30,4,0,False,False,False,True,False,3
122,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,1,2013,37,0,43,4,0,False,False,True,False,False,2
123,101970.0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,0,2013,30,0,1135,27,3,False,False,True,False,False,1
124,71488.0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,0,2013,48,1,559,14,0,True,False,False,False,False,3
125,79607.0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,0,2013,29,0,1923,15,0,False,False,True,False,False,1
126,54348.0,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,2,2014,61,1,90,6,0,False,False,False,True,False,3
127,52247.25135379061,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,2013,52,1,404,14,0,False,False,False,False,True,3
128,77376.0,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,2,2014,58,1,661,19,0,False,False,False,False,True,3
129,62998.0,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,1,2013,61,1,463,14,0,False,False,True,False,False,2
130,61331.0,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,2,2013,55,0,632,18,0,False,False,False,True,False,3
131,73448.0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,0,2014,45,1,725,18,0,False,False,True,False,False,1
132,52247.25135379061,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,1,2013,50,1,725,18,0,False,False,True,False,False,2
133,41551.0,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,2,2013,49,1,279,11,0,False,False,False,False,True,3
134,62981.0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,0,2013,46,1,1482,22,1,False,False,False,False,True,0
135,9548.0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,1,2012,36,0,29,4,0,False,True,False,False,False,3
136,33762.0,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,3,2013,54,1,106,6,0,False,False,False,False,True,3
137,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,2,2014,41,0,49,4,1,False,False,False,False,True,3
138,36921.0,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,2,2013,48,0,38,5,0,False,False,False,False,True,3
139,92859.0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,0,2012,20,0,2077,21,0,False,False,False,True,False,0
140,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,1,2013,37,1,1053,15,0,False,False,False,True,False,0
141,86111.0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,0,2013,51,1,1385,22,0,False,False,True,False,False,1
142,68352.0,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,1,2013,39,0,871,22,0,False,False,False,False,True,0
143,41883.0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,1,2013,25,1,312,9,0,False,False,True,False,False,2
144,59809.0,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,2,2012,36,1,877,12,0,False,False,True,False,False,2
145,23957.0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,1,2012,37,1,68,5,0,False,False,True,False,False,2
146,38547.0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,1,2013,32,1,22,3,0,False,False,True,False,False,2
147,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,3,2012,39,1,211,9,0,True,False,False,False,False,3
148,49605.0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,0,2014,48,1,127,7,0,False,False,False,True,False,3
149,59354.0,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,2,2014,61,1,459,15,0,False,False,False,True,False,3
150,65747.0,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,1,2014,45,1,460,15,1,False,False,True,False,False,2
151,46344.0,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,1,2012,40,1,429,13,0,True,False,False,False,False,3
152,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,1,2014,26,0,89,7,0,False,False,True,False,False,2
153,61010.0,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,1,2012,60,1,1021,24,0,False,False,False,False,True,0
154,69372.0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,0,2013,64,1,1381,20,2,False,False,True,False,False,1
155,49967.0,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,1,2013,55,0,306,12,0,False,False,True,False,False,2
156,60199.0,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,3,2013,35,0,18,3,0,False,False,True,False,False,2
157,55375.0,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,1,2013,36,1,162,8,0,False,False,True,False,False,2
158,80317.0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,0,2013,58,0,1231,17,0,False,False,True,False,False,1
159,30523.0,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,3,2013,55,0,13,3,0,False,False,False,True,False,3
160,70356.0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,0,2012,67,1,1706,25,0,False,False,False,False,True,0
161,23228.0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,1,2014,30,1,121,7,0,False,False,True,False,False,2
162,74165.0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,0,2013,38,0,1293,19,0,False,False,False,False,True,0
163,157243.0,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,1,2014,41,1,1608,22,0,False,False,False,False,True,0
164,43482.0,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,3,2013,47,1,88,6,0,False,False,True,False,False,2
165,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,0,2013,60,0,421,17,1,False,False,True,False,False,1
166,52332.0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,0,2013,54,0,259,11,1,False,False,True,False,False,2
167,66951.0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,0,2013,25,0,1117,14,0,False,False,True,False,False,1
168,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,2,2014,57,1,89,6,0,False,False,True,False,False,2
169,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,2,2014,49,1,36,4,0,False,False,True,False,False,2
170,28718.0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,1,2013,31,1,57,5,0,False,False,True,False,False,2
171,50447.0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,2,2014,44,1,148,7,0,False,False,True,False,False,2
172,53537.0,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,2,2014,55,1,93,6,0,False,False,False,False,True,3
173,52074.0,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,1,2014,47,0,119,6,1,False,False,True,False,False,2
174,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,1,2012,37,1,1835,27,0,False,False,False,False,True,0
175,83837.0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,0,2012,64,1,1318,24,2,False,False,False,False,True,0
176,38853.0,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2,2014,44,1,45,5,0,False,False,False,False,True,3
177,38285.0,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,3,2014,55,1,10,3,0,False,False,True,False,False,2
178,51650.0,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,1,2014,38,1,191,9,0,False,False,False,False,True,3
179,16248.0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,1,2014,26,1,57,6,0,True,False,False,False,False,3
180,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,2013,67,1,1033,23,0,False,False,False,True,False,0
181,30477.0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,1,2014,30,1,66,5,0,False,False,False,True,False,3
182,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,2014,53,1,43,5,0,False,True,False,False,False,3
183,25271.0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,1,2012,29,1,50,4,0,False,False,True,False,False,2
184,32303.0,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,1,2014,44,0,39,5,0,False,False,False,False,True,3
185,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,1,2013,47,1,608,16,0,False,False,True,False,False,2
